participant_id,task_type,item,case_type,attempt_number,query_mode,dtw_distance,smoothness_score,accuracy_score,direction_score,pause_count,avg_speed,speed_cv,duration_ms,stroke_count,total_distance,motor_score,score_version
RS06,letter,S,uppercase,3,attempt_3_proxy,3.8822131147622096,89,,100,0,0.14015733253277926,1.1520182228913791,4397,1,616.2717911466304,93,v1
RS01,letter,O,uppercase,3,attempt_3_proxy,2.781557876944118,84,,95,0,0.11415998330573121,0.544771499434402,6233,1,711.5591759446227,92,v1
RS03,letter,c,lowercase,3,attempt_3_proxy,20.773950228262294,91,,100,0,0.3061797391259357,0.4945892023381523,850,1,260.25277825704535,82,v1
RS03,letter,e,lowercase,3,attempt_3_proxy,13.822447505919989,88,,100,0,0.6532096722125899,1.172524085788989,806,1,526.4869958033474,83,v1
RS01,letter,K,uppercase,3,attempt_3_proxy,2.4798964812492255,89,,95,0,0.4074739900420596,0.5830574492201015,1375,3,560.2767363078319,94,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,32.674650993839826,98,,100,0,0.7480948339723633,0.9385716665852685,112,1,83.7866214049047,69,v1
RS03,letter,i,lowercase,3,attempt_3_proxy,4.466833244395331,97,,100,0,0.5756219972500077,0.8251872780822445,117,1,67.3477736782509,94,v1
RS01,letter,l,lowercase,3,attempt_3_proxy,2.2450888940647804,98,,100,0,0.5315073612699999,0.8129416190835413,405,1,215.26048131434993,98,v1
RS01,letter,i,lowercase,3,attempt_3_proxy,3.2460770679971267,81,,89,0,0.6944882028064915,0.7000785629990643,154,2,106.95118323219968,90,v1
RS01,letter,t,lowercase,3,attempt_3_proxy,4.823601183768455,85,,85,0,0.6401173568665913,1.010612355184512,350,2,224.04107490330696,89,v1
RS03,letter,t,lowercase,3,attempt_3_proxy,24.198011965646128,88,,91,0,0.9559981732388011,1.1431074652693531,227,2,217.01158532520785,68,v1
RS03,letter,o,lowercase,3,attempt_3_proxy,11.96062110284234,85,,100,0,0.5633298059721896,0.7027991863464369,623,1,350.95446912067416,86,v1
RS03,letter,c,lowercase,3,attempt_3_proxy,11.340600378029139,91,,100,0,0.24150720013081728,0.3698896872981408,1105,1,266.8654561445531,88,v1
RS03,letter,c,lowercase,3,attempt_3_proxy,23.13795410203908,82,,100,0,0.4725227281256063,0.8572389302817435,437,1,206.49243219088996,78,v1
RS05,letter,o,lowercase,3,attempt_3_proxy,5.973695622547313,87,,97,0,0.15479782898722652,0.522314716794545,2530,1,391.6385073376831,91,v1
RS05,letter,c,lowercase,3,attempt_3_proxy,6.937243447861047,83,,100,0,0.13438807891386628,1.329722489426809,2440,2,327.90691254983375,89,v1
RS03,letter,s,lowercase,3,attempt_3_proxy,7.13221514733866,90,,100,0,0.30486335861953634,0.41131315092927706,937,1,285.6569670265055,91,v1
RS05,letter,s,lowercase,3,attempt_3_proxy,5.462731599849699,86,,98,0,0.09417433055248632,0.7747097795862445,3461,1,325.93735804215515,91,v1
RS03,letter,T,uppercase,3,attempt_3_proxy,19.982071241512003,85,,100,0,1.1171807541304397,1.0818112985452504,337,2,376.4899141419582,71,v1
RS03,letter,F,uppercase,3,attempt_3_proxy,26.353313718488906,87,,100,0,4.09916444265831,1.2632681190400339,105,3,430.4122664791226,66,v1
RS05,letter,a,lowercase,3,attempt_3_proxy,7.549433682292027,84,,93,0,0.13828775617354988,0.5828224369847134,3307,1,457.31760966592947,88,v1
RS03,letter,o,lowercase,3,attempt_3_proxy,4.06858693975217,90,,100,0,0.3858573223531161,0.4882028511058783,874,1,337.2392997366235,94,v1
RS03,letter,E,uppercase,3,attempt_3_proxy,26.714796054340542,80,,94,0,3.274329405755779,1.0485069892889247,177,4,579.5563048187729,63,v1
RS03,letter,u,lowercase,3,attempt_3_proxy,3.8777176049753126,86,,94,0,0.38081889933811996,0.6418041413912692,909,1,346.164379498351,92,v1
RS03,letter,H,uppercase,3,attempt_3_proxy,55.00266229642167,89,,100,0,1.6472083589540072,1.2688798387097109,334,3,550.1675918906384,52,v1
RS03,letter,s,lowercase,3,attempt_3_proxy,5.425676582222631,90,,100,0,0.258643246002474,0.5587701978378233,1087,1,281.14520840468924,93,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,1.9079285462707583,94,,100,0,0.3874853325155394,0.613900552882111,517,1,200.32991691053388,97,v1
RS03,letter,i,lowercase,3,attempt_3_proxy,28.970584869384748,95,,100,0,0.28220796028077155,0.7485631176658676,285,1,80.42926868001989,74,v1
RS05,letter,I,uppercase,3,attempt_3_proxy,2.8710783884671964,81,,91,0,0.4681586875765691,0.6056291955922651,1066,3,499.0571609566226,91,v1
RS03,letter,c,lowercase,3,attempt_3_proxy,9.691489726155861,89,,100,0,0.3736938885466334,2.312332644500647,632,1,236.1745375614723,90,v1
RS03,letter,L,uppercase,3,attempt_3_proxy,18.63288507162411,86,,92,0,0.5260058544192051,2.257648094146352,566,1,297.7193136012701,80,v1
RS03,letter,T,uppercase,3,attempt_3_proxy,74.99663298500991,80,,100,0,1.4874256421822265,1.141110241776055,255,2,379.29353875646774,50,v1
RS03,letter,T,uppercase,3,attempt_3_proxy,19.420465636831423,90,,100,0,0.9668298353264344,1.089542144121967,396,2,382.86461478926805,73,v1
RS05,letter,T,uppercase,3,attempt_3_proxy,35.17626393386447,78,,90,0,0.20695613002647387,0.6066526791070117,2033,3,420.7418123438214,62,v1
RS03,letter,F,uppercase,3,attempt_3_proxy,26.438567221066087,80,,95,0,1.2599901631868808,1.1882161449946236,354,3,446.0365177681558,64,v1
RS03,letter,F,uppercase,3,attempt_3_proxy,26.981029195733235,89,,95,0,0.9811322822741303,1.2890394269660863,387,3,379.6981932400884,66,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,2.053994295930478,98,,100,0,0.2607091081161812,0.5300513529348957,829,1,216.12785062831423,98,v1
RS04,letter,i,lowercase,3,attempt_3_proxy,47.555009791790226,76,,100,0,0.5202762631990685,0.6534120114446991,275,1,143.07597237974383,59,v1
RS03,letter,O,uppercase,3,attempt_3_proxy,7.718361501459948,92,,100,0,0.46270913029567257,0.9393980401376708,1399,1,647.3300732836459,92,v1
RS05,letter,K,uppercase,3,attempt_3_proxy,3.221914995201807,84,,94,0,0.45047671930975924,0.756238238557292,1346,3,606.341664190936,92,v1
RS03,letter,O,uppercase,3,attempt_3_proxy,7.718361501459948,92,,100,0,0.46270913029567257,0.9393980401376708,1399,1,647.3300732836459,92,v1
RS03,letter,O,uppercase,3,attempt_3_proxy,7.718361501459948,92,,100,0,0.46270913029567257,0.9393980401376708,1399,1,647.3300732836459,92,v1
RS03,letter,O,uppercase,3,attempt_3_proxy,7.718361501459948,92,,100,0,0.46270913029567257,0.9393980401376708,1399,1,647.3300732836459,92,v1
RS03,letter,O,uppercase,3,attempt_3_proxy,7.718361501459948,92,,100,0,0.46270913029567257,0.9393980401376708,1399,1,647.3300732836459,92,v1
RS03,letter,O,uppercase,3,attempt_3_proxy,12.666347985158353,90,,100,0,0.7342216638681077,0.9895637237684157,929,1,682.0919257334721,83,v1
RS03,letter,t,lowercase,3,attempt_3_proxy,93.06869701841052,81,,93,0,0.7738040901339549,0.9944407586819625,237,2,183.39156936174732,54,v1
RS03,letter,t,lowercase,3,attempt_3_proxy,16.998050974909532,88,,95,0,0.964725518389227,0.8924106941777484,323,2,311.6063424397203,74,v1
RS03,letter,i,lowercase,3,attempt_3_proxy,19.103546769959408,90,,92,0,1.2904283288759002,1.2426272667126295,96,2,123.88111957208642,72,v1
RS03,letter,i,lowercase,3,attempt_3_proxy,104.51862666966025,80,,89,0,1.5779512916456961,0.9433761136849983,63,2,99.41093137367886,48,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,4.735170101899249,96,,100,0,0.550445187330339,0.7998325440092726,364,1,200.3620481882434,94,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,4.735170101899249,96,,100,0,0.550445187330339,0.7998325440092726,364,1,200.3620481882434,94,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,9.88900629212298,95,,100,0,0.36212681970728483,1.4858104950406428,565,1,204.60165313461593,91,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,95.12002156903368,78,,81,0,0.5695744081803552,0.6314591687819117,293,1,166.88530159684407,55,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,13.559963880357248,94,,100,0,0.48734868185177654,0.7076078605458103,327,1,159.36301896553093,88,v1
RS05,letter,B,uppercase,3,attempt_3_proxy,26.869862094002453,86,,100,0,0.31492393310381267,0.6625336729736752,2656,2,836.4379663237264,73,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,28.980776200174493,97,,100,0,0.48720447618777707,0.5052114981481379,335,1,163.21349952290532,77,v1
RS03,letter,o,lowercase,3,attempt_3_proxy,266.97557181552986,93,,100,0,0.42059353585111775,1.0712849511793183,737,1,309.9774359222738,63,v1
RS03,letter,t,lowercase,3,attempt_3_proxy,17.47254219381292,86,,89,0,0.7823313912353864,0.6218716063988559,319,2,249.56371380408828,76,v1
RS03,letter,o,lowercase,3,attempt_3_proxy,14.054530291345193,90,,100,0,0.487047779768882,0.47145152340053,762,1,371.1304081838881,87,v1
RS03,letter,e,lowercase,3,attempt_3_proxy,11.254102438104038,90,,100,0,0.39682774143765065,0.5839115273900062,976,1,387.303875643147,89,v1
RS02,letter,i,lowercase,3,attempt_3_proxy,4.088338925984905,74,,88,0,0.20602135823003337,0.46939773611164565,761,2,156.7822536130554,87,v1
RS03,letter,s,lowercase,3,attempt_3_proxy,7.609324723443919,87,,100,0,0.33002360726615326,0.4942972224461919,929,1,306.59193115025636,91,v1
RS02,letter,s,lowercase,3,attempt_3_proxy,4.404800515101381,90,,100,0,0.14532317895461577,0.4287454913751102,2197,1,319.2750241632908,93,v1
RS02,letter,a,lowercase,3,attempt_3_proxy,4.5613081237308295,89,,97,0,0.13598553024304383,0.4502371037034841,3466,1,471.3258478223899,93,v1
RS07,letter,l,lowercase,3,attempt_3_proxy,2.8357413003339613,85,,94,0,0.05769908777305589,0.5204729620758204,3902,1,225.1418404904641,93,v1
RS02,letter,S,uppercase,3,attempt_3_proxy,3.9114601412372885,91,,100,0,0.1524731943319912,1.367213868708737,3615,1,551.1905975101481,94,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,46.07955672807135,94,,100,0,0.48234115057473004,0.5426941082374412,215,1,103.70334737356696,64,v1
RS02,letter,h,lowercase,3,attempt_3_proxy,36.25143200268102,91,,97,0,0.12913006862228268,0.920015121736299,3743,1,483.33384685320414,66,v1
RS07,letter,s,lowercase,3,attempt_3_proxy,8.793054076905204,87,,100,0,0.06996867308976494,0.9398126150292856,4871,1,340.81740662024504,89,v1
RS07,letter,b,lowercase,3,attempt_3_proxy,24.97568430031196,87,,99,0,0.10229516856288708,1.2575217797202818,5518,2,564.4647401300109,74,v1
RS01,letter,i,lowercase,3,attempt_3_proxy,2.9662893790552456,67,,81,0,0.18677049971622317,0.4560201956140302,1053,2,196.669336201183,85,v1
RS07,letter,I,uppercase,3,attempt_3_proxy,25.797398669455372,83,,92,0,0.5056119092636621,0.45979887661218977,1021,4,516.229759358199,72,v1
RS07,letter,L,uppercase,3,attempt_3_proxy,5.565011944236495,89,,98,0,0.0978301209880443,1.063884152241993,3949,1,386.33114778178697,92,v1
RS03,letter,o,lowercase,3,attempt_3_proxy,2.3070757342783628,83,,98,0,0.053182752028370014,0.3443992783377385,6922,1,368.13100954037725,93,v1
RS07,letter,T,uppercase,3,attempt_3_proxy,10.2506901639794,86,,96,0,0.2532696267247166,0.3872507282839436,1951,2,494.1290417399221,86,v1
RS07,letter,C,uppercase,3,attempt_3_proxy,2.1672683397529773,90,,100,0,0.1416974629058755,0.7116011994249014,3687,1,522.438545733963,95,v1
RS07,letter,S,uppercase,3,attempt_3_proxy,3.4858875696296097,88,,100,0,0.10345036794539456,1.1029124677796946,5421,1,560.8044446319839,94,v1
RS03,letter,S,uppercase,3,attempt_3_proxy,1.7735238392385901,88,,100,0,0.14467104681596935,0.6883237227088711,3771,1,545.5545175430204,95,v1
RS01,letter,s,lowercase,3,attempt_3_proxy,3.5084668539348915,82,,98,1,0.06806609327076316,0.43368552155595,4591,1,312.4914342060737,88,v1
RS07,letter,A,uppercase,3,attempt_3_proxy,28.688051210724723,88,,97,0,0.5827706627416127,0.6573837024661993,1103,2,642.7960410039988,71,v1
RS01,letter,k,lowercase,3,attempt_3_proxy,19.89187796828562,78,,89,0,0.142851742680315,0.5549372823587513,3653,4,521.8374160111907,75,v1
RS07,letter,H,uppercase,3,attempt_3_proxy,9.08630900072353,86,,97,0,0.30551564311197194,0.44617332205070936,2024,3,618.3636616586311,88,v1
RS04,letter,o,lowercase,3,attempt_3_proxy,9.892774029101647,89,,100,0,0.36019011062981104,0.43351324256064394,1031,1,371.3560040593352,88,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,54.343504962636096,92,,100,0,0.32174438090729074,0.6478962841658197,318,1,102.31471312851845,63,v1
RS04,letter,s,lowercase,3,attempt_3_proxy,5.2677273490733345,87,,98,0,0.09971219728650114,0.39584612574918865,2958,1,294.9486795734704,91,v1
RS04,letter,a,lowercase,3,attempt_3_proxy,20.910609361008884,89,,98,0,0.24412977549141665,0.4577253428694398,2339,1,571.0195448744236,79,v1
RS01,letter,h,lowercase,3,attempt_3_proxy,35.43677413843747,88,,97,0,0.08326385990585916,0.4061431557963498,6070,1,505.4116296285651,65,v1
RS04,letter,b,lowercase,3,attempt_3_proxy,37.81435069780589,88,,97,0,0.2904411511049491,0.5478484957919403,1506,1,437.40437356405334,64,v1
RS01,letter,C,uppercase,3,attempt_3_proxy,2.2276487345517815,92,,100,0,0.12137125253925878,0.7701335222498117,4141,1,502.5983567650706,96,v1
RS01,letter,S,uppercase,3,attempt_3_proxy,2.2348550546268986,89,,100,1,0.07096322852968945,0.4825331067321476,8032,1,569.9766515504657,92,v1
RS04,letter,B,uppercase,3,attempt_3_proxy,47.98743757216698,90,,98,0,0.2836326701413026,0.9945801313927377,2851,1,808.6367425728537,58,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,49.57952044769265,87,,100,0,0.4234568774255373,0.7640161081140568,295,1,124.9197788405335,62,v1
RS06,letter,i,lowercase,3,attempt_3_proxy,3.1276581711480453,79,,96,0,0.21035084875708415,0.7050006092955616,1190,2,250.31751002093014,91,v1
RS01,letter,B,uppercase,3,attempt_3_proxy,23.404779147207577,92,,98,0,0.134113560591248,0.5016009209723097,5884,2,789.1241905189032,77,v1
RS02,letter,C,uppercase,3,attempt_3_proxy,2.166368405138632,93,,100,0,0.2019191580914596,0.9884547410035638,2400,1,484.60597941950306,96,v1
RS06,letter,b,lowercase,3,attempt_3_proxy,34.157715265158366,89,,99,0,0.12500576767114666,0.4880756024503913,4850,1,606.2779732050612,67,v1
RS01,letter,l,lowercase,3,attempt_3_proxy,41.08166184266823,88,,100,0,0.8178121379937623,0.8004993084638994,170,1,139.02806345893958,61,v1
RS03,letter,s,lowercase,3,attempt_3_proxy,2.1472881141351836,87,,100,0,0.07428309472050439,0.33416530812018064,4177,1,310.2804866475468,94,v1
RS06,letter,B,uppercase,3,attempt_3_proxy,24.687681794838696,88,,96,0,0.2036765948963335,0.8430729310725968,4037,2,822.2424135964983,75,v1
RS05,letter,i,lowercase,3,attempt_3_proxy,3.7132052346978677,54,,84,0,0.23023056500611405,0.4032824881130978,1315,2,302.75319298304,81,v1
RS05,letter,t,lowercase,3,attempt_3_proxy,9.17998771673607,84,,94,1,0.2684276413218275,0.4737516317224006,1212,2,325.3343012820549,83,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,44.72960713894875,87,,100,0,0.2810938335505485,1.527572115676091,277,1,77.86299189350194,62,v1
RS05,letter,h,lowercase,3,attempt_3_proxy,33.32290941005517,80,,83,0,0.4492521815836361,1.2292236853732008,1197,3,537.7548613556124,63,v1
RS05,letter,C,uppercase,3,attempt_3_proxy,4.424879466111348,88,,98,0,0.17002650415940382,0.8888639455784966,3335,1,567.0383913716117,92,v1
RS03,letter,s,lowercase,3,attempt_3_proxy,42.40352901861549,95,,100,0,0.3082740845579444,0.5566947735871688,259,1,79.84298790050761,62,v1
RS05,letter,L,uppercase,3,attempt_3_proxy,6.304217105294306,82,,91,0,8.097837220596105,2.276486390076025,58,4,469.6745587945741,88,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,48.005317097348424,76,,78,0,0.44286086704941113,0.6501463161641825,268,1,118.68671236924219,56,v1
RS05,letter,A,uppercase,3,attempt_3_proxy,19.351491098371145,82,,92,0,0.8729355133426555,1.0578143860578906,668,3,583.1209229128939,77,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,3.675836761881217,96,,100,0,0.4121253532527444,0.6964763732232324,511,1,210.5960555121524,96,v1
RS03,letter,i,lowercase,3,attempt_3_proxy,5.787851473455397,67,,72,0,0.7380128293500566,1.0107806105622716,169,2,124.72416816015956,81,v1
RS03,letter,a,lowercase,3,attempt_3_proxy,2.808665155596759,89,,98,0,0.10153714344567168,0.6184861551793157,4429,1,449.70800832087986,94,v1
RS07,letter,a,lowercase,3,attempt_3_proxy,45.12354883467188,85,,95,0,0.3887345369504243,0.6028084626676458,1066,2,414.3910163891523,56,v1
RS07,letter,k,lowercase,3,attempt_3_proxy,14.403189763801768,82,,91,1,0.41720390172965016,0.5771808320826052,1235,3,515.246818636118,78,v1
RS03,letter,t,lowercase,3,attempt_3_proxy,5.95375449259935,82,,84,0,0.7448927243300328,1.0428511728244005,346,2,257.73288261819135,87,v1
RS03,letter,c,lowercase,3,attempt_3_proxy,3.344113999870984,90,,100,0,0.38403177682004885,0.5430118052722307,670,1,257.30129046943273,95,v1
RS03,letter,e,lowercase,3,attempt_3_proxy,11.360057860446506,89,,100,0,0.2680349351208987,0.6129232517505736,1337,1,358.3627082566416,87,v1
RS07,letter,K,uppercase,3,attempt_3_proxy,10.48082515099754,82,,95,0,0.42031900127687316,0.6676432963345548,1597,3,671.2494450391664,85,v1
RS07,letter,B,uppercase,3,attempt_3_proxy,25.07411027352426,87,,95,0,0.15794413162325932,1.324280548206453,5098,2,805.199183015376,74,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,136.04895257828662,83,,100,0,0.24993374004550353,0.8025223050095526,350,1,87.47680901592624,61,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,140.83335071873162,82,,100,0,0.19515471111802898,0.596620374008194,393,1,76.69580146938539,61,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,141.48078556727978,88,,100,0,0.22355827572707287,0.4375095418385955,674,1,150.67827784004712,62,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,2.6714243243466163,93,,100,0,0.35899182772946087,0.5126060002588716,586,1,210.36921104946407,96,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,36.929012313757326,78,,100,0,0.24844485390087934,0.6414022832223055,233,1,57.887650958904885,66,v1
RS03,letter,u,lowercase,3,attempt_3_proxy,12.27448736888862,90,,100,0,0.343720928478286,1.4991724789134289,954,1,327.90976576828484,88,v1
RS03,letter,i,lowercase,3,attempt_3_proxy,7.608416330699869,94,,100,0,0.3393533642757407,1.088236105415122,218,1,73.97903341211148,93,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,54.43024036992624,96,,100,0,0.45530314514773074,0.4867578033694221,293,1,133.4038215282851,64,v1
RS03,letter,I,uppercase,3,attempt_3_proxy,18.111834747531045,90,,100,0,0.5957818083361194,2.3249713845629523,380,1,226.39708716772535,82,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,36.929012313757326,78,,100,0,0.24844485390087934,0.6414022832223055,233,1,57.887650958904885,66,v1
RS03,letter,O,uppercase,3,attempt_3_proxy,16.986375441700787,87,,100,0,0.9333804949856424,1.1433016542601977,737,1,687.9014248044184,75,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,36.929012313757326,78,,100,0,0.24844485390087934,0.6414022832223055,233,1,57.887650958904885,66,v1
RS03,letter,e,lowercase,3,attempt_3_proxy,23.98672189981803,86,,100,0,0.42610960590668046,1.088952750854786,952,1,405.65634482315977,78,v1
RS03,letter,I,uppercase,3,attempt_3_proxy,7.670858790429554,96,,100,0,0.5272973449299674,1.2654030169867547,377,1,198.7910990385977,93,v1
RS03,letter,F,uppercase,3,attempt_3_proxy,26.512295760264735,89,,95,0,1.4832212042559687,1.072094480994205,305,3,452.3824672980704,66,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,36.929012313757326,78,,100,0,0.24844485390087934,0.6414022832223055,233,1,57.887650958904885,66,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,36.929012313757326,78,,100,0,0.24844485390087934,0.6414022832223055,233,1,57.887650958904885,66,v1
RS03,letter,O,uppercase,3,attempt_3_proxy,7.718361501459948,92,,100,0,0.46270913029567257,0.9393980401376708,1399,1,647.3300732836459,92,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,36.929012313757326,78,,100,0,0.24844485390087934,0.6414022832223055,233,1,57.887650958904885,66,v1
RS03,letter,a,lowercase,3,attempt_3_proxy,8.032251088942582,89,,100,0,0.3344900860592828,0.6459357625586009,1149,1,384.329108882116,91,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,36.929012313757326,78,,100,0,0.24844485390087934,0.6414022832223055,233,1,57.887650958904885,66,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,36.929012313757326,78,,100,0,0.24844485390087934,0.6414022832223055,233,1,57.887650958904885,66,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,36.929012313757326,78,,100,0,0.24844485390087934,0.6414022832223055,233,1,57.887650958904885,66,v1
RS03,letter,i,lowercase,3,attempt_3_proxy,88.6194162308256,86,,100,0,0.8234112085835467,1.112100497218651,73,2,60.109018226598906,55,v1
RS03,letter,z,lowercase,3,attempt_3_proxy,16.301132828305896,89,,100,0,0.534547130534782,0.6131067090942726,880,1,470.4014748706082,84,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,36.929012313757326,78,,100,0,0.24844485390087934,0.6414022832223055,233,1,57.887650958904885,66,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,4.735170101899249,96,,100,0,0.550445187330339,0.7998325440092726,364,1,200.3620481882434,94,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,36.929012313757326,78,,100,0,0.24844485390087934,0.6414022832223055,233,1,57.887650958904885,66,v1
RS03,letter,k,lowercase,3,attempt_3_proxy,13.375704001242076,78,,90,0,1.1522641368146658,1.6269038230808484,348,3,400.9879196115037,73,v1
RS03,letter,c,lowercase,3,attempt_3_proxy,8.08404968153719,90,,100,0,0.378392515966225,0.6245980064409976,702,1,265.63154620828993,91,v1
RS03,letter,i,lowercase,3,attempt_3_proxy,174.24801670496373,95,,100,0,0.2724833993605737,0.45084640240081447,259,1,70.57320043438858,64,v1
RS03,letter,o,lowercase,3,attempt_3_proxy,115.36209514535217,80,,80,0,0.20252022140901943,0.6446354184265208,376,1,76.1476032497913,57,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,36.929012313757326,78,,100,0,0.24844485390087934,0.6414022832223055,233,1,57.887650958904885,66,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,36.929012313757326,78,,100,0,0.24844485390087934,0.6414022832223055,233,1,57.887650958904885,66,v1
RS03,letter,o,lowercase,3,attempt_3_proxy,8.202844514007088,90,,100,0,0.4145168431168466,0.8997404647603521,912,1,378.03936092256413,91,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,36.929012313757326,78,,100,0,0.24844485390087934,0.6414022832223055,233,1,57.887650958904885,66,v1
RS03,letter,a,lowercase,3,attempt_3_proxy,8.654330215847207,89,,97,0,0.2465476967145195,0.49972714180677086,1540,1,379.68345294036004,90,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,36.929012313757326,78,,100,0,0.24844485390087934,0.6414022832223055,233,1,57.887650958904885,66,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,36.929012313757326,78,,100,0,0.24844485390087934,0.6414022832223055,233,1,57.887650958904885,66,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,12.721645125109408,96,,100,0,0.4112152065260603,0.6345970013436654,527,1,216.71041383923378,91,v1
RS01,letter,t,lowercase,3,attempt_3_proxy,1.77600938061045,88,,96,0,0.19556414722651475,0.5786337209424156,1729,2,338.130410554644,94,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,36.929012313757326,78,,100,0,0.24844485390087934,0.6414022832223055,233,1,57.887650958904885,66,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,36.929012313757326,78,,100,0,0.24844485390087934,0.6414022832223055,233,1,57.887650958904885,66,v1
RS01,letter,a,lowercase,3,attempt_3_proxy,8.816010824090567,79,,96,0,0.0699351401889513,0.5223358051691827,6751,1,472.1321314156103,86,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,36.929012313757326,78,,100,0,0.24844485390087934,0.6414022832223055,233,1,57.887650958904885,66,v1
RS01,letter,T,uppercase,3,attempt_3_proxy,31.99607210512702,85,,93,0,0.10314612661313927,0.7783904753000707,4843,1,499.53669118743346,67,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,36.929012313757326,78,,100,0,0.24844485390087934,0.6414022832223055,233,1,57.887650958904885,66,v1
RS01,letter,A,uppercase,3,attempt_3_proxy,24.463005644453006,88,,97,0,0.3644506148577382,0.6989532861405594,1569,2,571.8230147117913,75,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,36.929012313757326,78,,100,0,0.24844485390087934,0.6414022832223055,233,1,57.887650958904885,66,v1
RS01,letter,H,uppercase,3,attempt_3_proxy,10.420619629464312,89,,95,0,0.504609855671423,0.6455387860804777,1117,3,563.6492087849795,87,v1
RS03,letter,o,lowercase,3,attempt_3_proxy,5.15330976783659,86,,100,0,0.5247716681507795,0.9569456034081797,808,1,424.0155078658298,92,v1
RS01,letter,l,lowercase,3,attempt_3_proxy,2.671344937821247,97,,100,0,0.4118448793953754,0.5684554826438345,327,1,134.67327556228776,97,v1
RS03,letter,e,lowercase,3,attempt_3_proxy,8.739766937511888,90,,100,0,0.32966668120252995,0.7849544693237968,1015,1,334.6116814205679,90,v1
RS03,letter,u,lowercase,3,attempt_3_proxy,4.8266881581004055,90,,96,0,0.28760901689890717,0.47256776913538445,1153,1,331.61319648444,92,v1
RS03,letter,a,lowercase,3,attempt_3_proxy,3.9008393746608463,89,,96,0,0.2921830295770544,0.5091896951883432,1338,1,390.94089357409877,93,v1
RS03,letter,s,lowercase,3,attempt_3_proxy,45.13158405441095,98,,100,0,0.2497993970442455,0.5324731529236355,281,1,70.19363056943298,61,v1
RS01,letter,i,lowercase,3,attempt_3_proxy,31.633417747493628,90,,100,0,0.38351633923332723,0.7395145296355804,193,1,74.01865347203216,73,v1
RS03,letter,d,lowercase,3,attempt_3_proxy,48.94506749693542,90,,100,0,0.6793031296806238,0.7284631071256954,212,1,144.01226349229225,58,v1
RS03,letter,i,lowercase,3,attempt_3_proxy,27.500000000000018,85,,78,0,0.22947570078847584,0.8252297008414254,368,1,84.44705789015912,68,v1
RS01,letter,i,lowercase,3,attempt_3_proxy,36.961580244689856,91,,100,0,0.31261911632217265,0.5097115255272304,224,1,70.02668205616668,69,v1
RS01,letter,i,lowercase,3,attempt_3_proxy,44.488762850661715,93,,100,0,0.3821855099527159,0.9723960268172249,243,1,92.87107891850997,64,v1
RS03,letter,l,lowercase,3,attempt_3_proxy,44.865238346556524,87,,100,0,0.6665949433290518,0.7099392921190403,213,1,141.98472292908804,58,v1
RS04,letter,l,lowercase,3,attempt_3_proxy,2.479772402566468,97,,100,0,0.2777210730891719,0.6757734935268846,302,1,83.8717640729299,97,v1
RS02,letter,t,lowercase,3,attempt_3_proxy,15.158003454006852,85,,94,0,0.2685080983070377,0.3398299239997382,1172,2,314.6914912158482,82,v1
